                leaf          error rate             true nn           subdomain
               0.001                   0              0.0414             929.301
               0.002                   0              0.0555             1858.59
               0.004                   0              0.0803             3717.17
               0.006                   0              0.0803             3717.17
               0.008                   0              0.1121             7434.32
                0.01                   0              0.1121             7434.32
               0.015                   0              0.1121             7434.32
                0.02                   0              0.1602             14868.6
                0.03                   0              0.1602             14868.6
                0.05                   0              0.2327             29737.3
