                leaf          error rate             true nn           subdomain
                0.05                   0            0.204809             1280.18
                0.08                   0            0.281338             2560.36
                 0.1                   0            0.281338             2560.36
                0.13                   0            0.381301             5120.76
                0.15                   0            0.381301             5120.76
                0.17                   0            0.381301             5120.76
                0.19                   0            0.381301             5120.76
                0.21                   0            0.381301             5120.76
                0.23                   0            0.381301             5120.76
                0.25                   0            0.381301             5120.76
