                leaf          error rate             true nn           subdomain
               0.015              0.4911              0.4302             781.261
                0.03              0.4803              0.5149              1562.5
               0.045              0.4746              0.5895                3125
                0.06              0.4746              0.5895                3125
               0.075              0.4608              0.6733                6250
                0.09              0.4608              0.6733                6250
               0.105              0.4608              0.6733                6250
                0.12              0.4608              0.6733                6250
               0.135              0.4512              0.7343               12500
                0.15              0.4512              0.7343               12500
