                leaf          error rate             true nn           subdomain
               0.015              0.4829              0.4494             390.664
                0.03              0.4703              0.5291             781.277
                0.06               0.461              0.6082             1562.51
                0.09              0.4557               0.686             3124.99
                 0.1              0.4557               0.686             3124.99
                0.13               0.447              0.7603             6249.99
                0.15               0.447              0.7603             6249.99
                0.17               0.447              0.7603             6249.99
                0.19               0.447              0.7603             6249.99
                0.21               0.447              0.7603             6249.99
