                leaf          error rate             true nn           subdomain
               0.001                   0              0.2837             962.377
               0.002                   0              0.3397             1924.74
               0.004                   0              0.4091             3849.47
               0.006                   0              0.4091             3849.47
               0.008                   0              0.4825             7698.94
                0.01                   0              0.4825             7698.94
               0.015                   0              0.4825             7698.94
                0.02                   0              0.5634             15397.8
                0.03                   0              0.5634             15397.8
                0.05                   0               0.646             30795.7
