                leaf          error rate             true nn           subdomain
                0.01                   0              0.1554             781.295
               0.013                   0              0.1554             781.295
               0.015                   0              0.1554             781.295
                0.02                   0              0.2212             1562.53
                0.03                   0              0.2212             1562.53
                0.05                   0              0.3093             3125.03
                0.08                   0              0.4224             6250.03
                 0.1                   0              0.4224             6250.03
                0.13                   0              0.5542               12500
                0.15                   0              0.5542               12500
