                leaf          error rate             true nn           subdomain
               0.015              0.0588              0.4005             468.744
                0.03              0.0526              0.4732             937.487
                0.06              0.0483              0.5454                1875
                0.09              0.0441               0.622                3750
                 0.1              0.0441               0.622                3750
                0.13              0.0414              0.7013                7500
                0.15              0.0414              0.7013                7500
                0.17              0.0414              0.7013                7500
                0.19              0.0414              0.7013                7500
                0.21              0.0414              0.7013                7500
